"","Item.Code","X.x","Conversion.Ratio","X.y","Date","Month.Year","Warehouse.Code","Customer.Code","Order.Number","Order.Line.Number","Units","Euros","TotalValue"
"4288","942104-04",6009,0.1553,113858,"19/1/2021","Jan-21",3403434,"115-15",21000061,5,5,0,0
"4289","942104-04",6009,0.1553,1850451,"30/7/2021","Jul-21",3403434,"115-15",21000867,7,2,0,0
"4290","942865-65",10390,0.0737,512169,"4/3/2021","Feb-21",3403434,"5003451-51",21011938,15,25,53.09,1327.25
"4291","942865-65",10390,0.0737,1219508,"31/5/2021","May-21",3403434,"5293132-32",21035554,40,25,52.69,1317.25
"4292","9430251-51",5284,0.25,993762,"4/5/2021","Apr-21",3403434,"9001746-46",21030148,53,2,13.97,27.94
"4293","9430291-91",5285,0.25,993761,"4/5/2021","Apr-21",3403434,"9001746-46",21030148,52,2,13.97,27.94
"4294","9430301-01",5286,0.25,993760,"4/5/2021","Apr-21",3403434,"9001746-46",21030148,51,2,13.97,27.94
"4295","9430311-11",5287,0.25,993759,"4/5/2021","Apr-21",3403434,"9001746-46",21030148,50,2,13.97,27.94
"4296","9431931-31",5475,0.25893,993764,"4/5/2021","Apr-21",3403434,"9001746-46",21030148,55,2,13.97,27.94
"4297","9431941-41",5476,0.25893,993765,"4/5/2021","Apr-21",3403434,"9001746-46",21030148,56,2,13.97,27.94
"4298","9431971-71",5478,0.25893,993766,"4/5/2021","Apr-21",3403434,"9001746-46",21030148,57,2,13.97,27.94
"4299","9431981-81",5479,0.25893,993767,"4/5/2021","Apr-21",3403434,"9001746-46",21030148,58,2,13.97,27.94
"4300","943437-37",11219,0.05568,1509035,"28/6/2021","Jun-21",3403434,"5002915-15",21024888,18,20,30.8,616
"4301","943437-37",11219,0.05568,39896,"11/1/2021","Jan-21",3403434,"5293132-32",21000301,8,20,32.38,647.6
"4302","943437-37",11219,0.05568,1577894,"5/7/2021","Jul-21",3403434,"5002915-15",21024956,18,60,92.39,5543.4
"4303","943437-37",11219,0.05568,832572,"14/4/2021","Apr-21",3403434,"5002915-15",21024808,26,20,32.42,648.4
"4304","943452-52",13558,0.02061,1025709,"7/5/2021","Apr-21",3403434,"5003451-51",21030962,22,20,24.53,490.6
"4305","943452-52",13558,0.02061,2533067,"13/10/2021","Oct-21",3403434,"5002915-15",21086664,39,20,24.53,490.6
"4306","943452-52",13558,0.02061,1349443,"11/6/2021","Jun-21",3403434,"5003476-76",21037588,41,20,24.53,490.6
"4307","943452-52",13558,0.02061,2398401,"28/9/2021","Sep-21",3403434,"5494889-89",21084026,12,80,127.48,10198.4
"4308","943452-52",13558,0.02061,724979,"30/3/2021","Mar-21",3403434,"5003476-76",21020800,13,20,24.53,490.6
"4309","943452-52",13558,0.02061,1581091,"5/7/2021","Jul-21",3403434,"5003476-76",21017027,46,60,69.92,4195.2
"4310","943452-52",13558,0.02061,1581211,"5/7/2021","Jul-21",3403434,"5003476-76",21017041,51,20,23.31,466.2
"4311","943452-52",13558,0.02061,76185,"14/1/2021","Jan-21",3403434,"5003474-74",21000857,10,20,25.42,508.4
"4312","943452-52",13558,0.02061,2458289,"5/10/2021","Oct-21",3403434,"5494889-89",21084936,12,40,63.74,2549.6
"4313","943452-52",13558,0.02061,2259737,"13/9/2021","Sep-21",3403434,"5293132-32",21080949,34,20,23.31,466.2
"4314","943452-52",13558,0.02061,1299930,"8/6/2021","Jun-21",3403434,"5002915-15",21037066,23,20,24.53,490.6
"4315","943452-52",13558,0.02061,724954,"30/3/2021","Mar-21",3403434,"5003474-74",21020633,32,20,24.53,490.6
"4316","943452-52",13558,0.02061,102473,"18/1/2021","Jan-21",3403434,"5003476-76",21001330,37,40,50.84,2033.6
"4317","943452-52",13558,0.02061,1219518,"31/5/2021","May-21",3403434,"5293132-32",21035554,50,20,24.53,490.6
"4318","943452-52",13558,0.02061,102396,"18/1/2021","Jan-21",3403434,"5003451-51",21001785,32,20,25.42,508.4
"4319","943452-52",13558,0.02061,618742,"17/3/2021","Mar-21",3403434,"5002915-15",21016274,62,40,49.06,1962.4
"4320","943452-52",13558,0.02061,735512,"31/3/2021","Mar-21",3403434,"5003451-51",21021247,19,20,24.53,490.6
"4321","943452-52",13558,0.02061,2336163,"21/9/2021","Sep-21",3403434,"5494889-89",21083303,12,20,31.87,637.4
"4322","943453-53",13560,0.02061,25410,"8/1/2021","Jan-21",3403434,"5003451-51",21000061,23,20,25.42,508.4
"4323","943453-53",13560,0.02061,2259736,"13/9/2021","Sep-21",3403434,"5293132-32",21080949,33,20,23.31,466.2
"4324","943453-53",13560,0.02061,39908,"11/1/2021","Jan-21",3403434,"5293132-32",21000301,23,20,25.42,508.4
"4325","943453-53",13560,0.02061,724980,"30/3/2021","Mar-21",3403434,"5003476-76",21020800,14,20,24.53,490.6
"4326","943453-53",13560,0.02061,1025708,"7/5/2021","Apr-21",3403434,"5003451-51",21030962,21,20,24.53,490.6
"4327","943453-53",13560,0.02061,1581089,"5/7/2021","Jul-21",3403434,"5003476-76",21017027,44,60,69.92,4195.2
"4328","943453-53",13560,0.02061,114403,"19/1/2021","Jan-21",3403434,"5002915-15",21002514,36,40,50.84,2033.6
"4329","943453-53",13560,0.02061,724953,"30/3/2021","Mar-21",3403434,"5003474-74",21020633,31,20,24.53,490.6
"4330","943453-53",13560,0.02061,1581209,"5/7/2021","Jul-21",3403434,"5003476-76",21017041,49,20,23.31,466.2
"4331","943457-57",13563,0.04847,1610044,"7/7/2021","Jul-21",3403434,"5029913-13",21040111,32,1200,5372.4,6446880
"4332","943457-57",13563,0.04847,801510,"9/4/2021","Apr-21",3403434,"5029913-13",21023570,16,400,1790.8,716320
"4333","943457-57",13563,0.04847,619353,"17/3/2021","Mar-21",3403434,"5029913-13",21015794,22,1600,7163.2,11461120
"4334","943457-57",13563,0.04847,2398402,"28/9/2021","Sep-21",3403434,"5494889-89",21084026,13,120,537.24,64468.8
"4335","943457-57",13563,0.04847,735513,"31/3/2021","Mar-21",3403434,"5003451-51",21021247,20,20,68.92,1378.4
"4336","943457-57",13563,0.04847,870550,"19/4/2021","Apr-21",3403434,"5029913-13",21025759,5,400,1790.8,716320
"4337","943457-57",13563,0.04847,2336164,"21/9/2021","Sep-21",3403434,"5494889-89",21083303,13,60,268.62,16117.2
"4338","943457-57",13563,0.04847,2458290,"5/10/2021","Oct-21",3403434,"5494889-89",21084936,13,40,179.08,7163.2
"4339","943457-57",13563,0.04847,2259738,"13/9/2021","Sep-21",3403434,"5293132-32",21080949,35,20,65.48,1309.6
"4340","943457-57",13563,0.04847,1417650,"17/6/2021","Jun-21",3403434,"5029913-13",21038785,18,400,1790.8,716320
"4341","943832-32",3578,0.9,114367,"19/1/2021","Jan-21",3403434,"5002915-15",21002048,5,5,0,0
"4342","944017-17",11607,0.02615,724952,"30/3/2021","Mar-21",3403434,"5003474-74",21020633,30,20,50.23,1004.6
"4343","944017-17",11607,0.02615,102397,"18/1/2021","Jan-21",3403434,"5003451-51",21001785,33,20,52.05,1041
"4344","944017-17",11607,0.02615,2100193,"26/8/2021","Aug-21",3403434,"5029913-13",21077567,4,560,1827.22,1023243.2
"4345","944017-17",11607,0.02615,812369,"12/4/2021","Apr-21",3403434,"5003451-51",21024117,32,20,50.23,1004.6
"4346","944017-17",11607,0.02615,1014129,"6/5/2021","Apr-21",3403434,"5029913-13",21030373,14,560,1827.22,1023243.2
"4347","944017-17",11607,0.02615,1165110,"25/5/2021","May-21",3403434,"9066250-50",21022057,44,20,65.26,1305.2
"4348","944017-17",11607,0.02615,607632,"16/3/2021","Mar-21",3403434,"5003476-76",21015125,32,20,50.23,1004.6
"4349","944017-17",11607,0.02615,619354,"17/3/2021","Mar-21",3403434,"5029913-13",21015794,23,3360,10963.34,36836822.4
"4350","944017-17",11607,0.02615,1610045,"7/7/2021","Jul-21",3403434,"5029913-13",21040111,33,560,1827.22,1023243.2
"4351","944017-17",11607,0.02615,1081979,"14/5/2021","May-21",3403434,"5003474-74",21032286,28,80,200.93,16074.4
"4352","944017-17",11607,0.02615,1316081,"9/6/2021","Jun-21",3403434,"5029913-13",21037208,4,560,1827.22,1023243.2
"4353","944021-21",12757,0.01053,1581216,"5/7/2021","Jul-21",3403434,"5003476-76",21017041,56,20,41,820
"4354","944021-21",12757,0.01053,1484938,"24/6/2021","Jun-21",3403434,"5029913-13",21039691,13,560,1657.26,928065.6
"4355","944021-21",12757,0.01053,2458291,"5/10/2021","Oct-21",3403434,"5494889-89",21084936,14,40,118.38,4735.2
"4356","944022-22",12758,0.01053,25411,"8/1/2021","Jan-21",3403434,"5003451-51",21000061,26,20,47.21,944.2
"4357","944022-22",12758,0.01053,2166000,"2/9/2021","Aug-21",3403434,"5003474-74",21080584,18,40,82.01,3280.4
"4358","944022-22",12758,0.01053,1581215,"5/7/2021","Jul-21",3403434,"5003476-76",21017041,55,20,41,820
"4359","944022-22",12758,0.01053,1581094,"5/7/2021","Jul-21",3403434,"5003476-76",21017027,50,60,123.01,7380.6
"4360","944022-22",12758,0.01053,1304273,"8/6/2021","Jun-21",3403434,"5003474-74",21037055,18,40,91.12,3644.8
"4361","944023-23",12760,0.01053,1219522,"31/5/2021","May-21",3403434,"5293132-32",21035554,54,20,45.56,911.2
"4362","944033-33",10351,0.0504,2533110,"13/10/2021","Oct-21",3403434,"5002915-15",21086664,85,40,61.52,2460.8
"4363","944033-33",10351,0.0504,512170,"4/3/2021","Feb-21",3403434,"5003451-51",21011938,16,20,31.17,623.4
"4364","944033-33",10351,0.0504,1299913,"8/6/2021","Jun-21",3403434,"5002915-15",21037066,4,20,30.76,615.2
"4365","944033-33",10351,0.0504,2534279,"13/10/2021","Oct-21",3403434,"5003451-51",21086094,48,20,30.76,615.2
"4366","944033-33",10351,0.0504,618720,"17/3/2021","Mar-21",3403434,"5002915-15",21016274,38,20,30.76,615.2
"4367","944033-33",10351,0.0504,2611105,"21/10/2021","Oct-21",3403434,"5003474-74",21088400,18,40,61.52,2460.8
"4368","9440761-61",9595,0.526,993710,"4/5/2021","Apr-21",3403434,"9001746-46",21030148,1,10,72.85,728.5
"4369","944107-07",5395,0.723,993712,"4/5/2021","Apr-21",3403434,"9001746-46",21030148,3,2,47.87,95.74
"4370","944191-91",9712,0.094,993743,"4/5/2021","Apr-21",3403434,"9001746-46",21030148,34,32,58.2,1862.4
"4371","945764-64",6060,0.0916,2422058,"30/9/2021","Sep-21",3403434,"5003474-74",21083937,83,26,24.55,638.3
"4372","945764-64",6060,0.0916,208647,"28/1/2021","Jan-21",3403434,"5003451-51",21004566,88,26,24.79,644.54
"4373","945764-64",6060,0.0916,2088149,"25/8/2021","Aug-21",3403434,"5293132-32",21078778,36,26,22.1,574.6
"4374","945764-64",6060,0.0916,464495,"26/2/2021","Feb-21",3403434,"5003269-69",21010698,51,26,24.79,644.54
"4375","945764-64",6060,0.0916,2386907,"27/9/2021","Sep-21",3403434,"5003451-51",21083706,42,26,24.55,638.3
"4376","945764-64",6060,0.0916,993774,"4/5/2021","Apr-21",3403434,"9001746-46",21030148,66,26,37.83,983.58
"4377","9460071-71",10892,26.659,1577972,"5/7/2021","Jul-21",3403434,"5002915-15",21024956,96,3,1912.68,5738.04
"4378","9460071-71",10892,26.659,2180878,"3/9/2021","Aug-21",3403434,"5003451-51",21080918,2,1,637.56,637.56
"4379","9460451-51",10893,0.063,2017172,"18/8/2021","Aug-21",3403434,"5002915-15",21076337,20,300,531.3,159390
"4380","9460451-51",10893,0.063,1552455,"1/7/2021","Jun-21",3403434,"5003474-74",21017024,71,120,212.52,25502.4
"4381","9460451-51",10893,0.063,1552365,"1/7/2021","Jun-21",3403434,"5003474-74",21017001,95,30,53.13,1593.9
"4382","9460451-51",10893,0.063,1523952,"29/6/2021","Jun-21",3403434,"5003269-69",21042056,35,150,265.65,39847.5
"4383","9460451-51",10893,0.063,1581275,"5/7/2021","Jul-21",3403434,"5003476-76",21017041,118,30,53.13,1593.9
"4384","9460451-51",10893,0.063,1509112,"28/6/2021","Jun-21",3403434,"5002915-15",21024888,95,30,53.13,1593.9
"4385","946050-50",12290,0.02459,1219505,"31/5/2021","May-21",3403434,"5293132-32",21035554,37,20,33.49,669.8
"4386","946442-42",5547,0.1827,102432,"18/1/2021","Jan-21",3403434,"5003451-51",21001785,79,25,83.98,2099.5
"4387","946442-42",5547,0.1827,2422048,"30/9/2021","Sep-21",3403434,"5003474-74",21083937,73,25,83.36,2084
"4388","946442-42",5547,0.1827,1025757,"7/5/2021","Apr-21",3403434,"5003451-51",21030962,72,25,83.36,2084
"4389","946442-42",5547,0.1827,2088146,"25/8/2021","Aug-21",3403434,"5293132-32",21078778,32,25,76.69,1917.25
"4390","946468-68",6246,9.885,1165164,"25/5/2021","May-21",3403434,"9066250-50",21022057,103,1,121.93,121.93
"4391","946718-18",5889,0.052,1581075,"5/7/2021","Jul-21",3403434,"5003476-76",21017027,28,60,280.37,16822.2
"4392","946718-18",5889,0.052,812358,"12/4/2021","Apr-21",3403434,"5003451-51",21024117,21,20,93.46,1869.2
"4393","946718-18",5889,0.052,1165060,"25/5/2021","May-21",3403434,"9066250-50",21021776,40,580,3520.89,2042116.2
"4394","946718-18",5889,0.052,908011,"22/4/2021","Apr-21",3403434,"5029913-13",21027173,2,40,242.82,9712.8
"4395","946718-18",5889,0.052,1581192,"5/7/2021","Jul-21",3403434,"5003476-76",21017041,30,20,93.46,1869.2
"4396","946718-18",5889,0.052,1220039,"31/5/2021","May-21",3403434,"5003451-51",21035518,17,20,93.46,1869.2
"4397","946718-18",5889,0.052,1816533,"27/7/2021","Jul-21",3403434,"5003451-51",21057087,11,20,93.46,1869.2
"4398","946718-18",5889,0.052,643605,"19/3/2021","Mar-21",3403434,"5003451-51",21016766,6,20,93.46,1869.2
"4399","946800-00",5580,0.03028,1581204,"5/7/2021","Jul-21",3403434,"5003476-76",21017041,44,22,66.63,1465.86
"4400","946800-00",5580,0.03028,1165059,"25/5/2021","May-21",3403434,"9066250-50",21021776,39,528,2186.92,1154693.76
"4401","946800-00",5580,0.03028,1552307,"1/7/2021","Jun-21",3403434,"5003474-74",21017001,35,22,66.63,1465.86
"4402","946800-00",5580,0.03028,2125523,"30/8/2021","Aug-21",3403434,"5003451-51",21079721,2,22,66.63,1465.86
"4403","946800-00",5580,0.03028,1094536,"17/5/2021","May-21",3403434,"5029913-13",21011469,18,22,91.12,2004.64
"4404","946800-00",5580,0.03028,1523942,"29/6/2021","Jun-21",3403434,"5003269-69",21042056,24,22,66.63,1465.86
"4405","946800-00",5580,0.03028,1509051,"28/6/2021","Jun-21",3403434,"5002915-15",21024888,34,22,66.63,1465.86
"4406","946804-04",5581,0.03028,1094537,"17/5/2021","May-21",3403434,"5029913-13",21011469,19,22,91.12,2004.64
"4407","946804-04",5581,0.03028,1581205,"5/7/2021","Jul-21",3403434,"5003476-76",21017041,45,22,66.63,1465.86
"4408","946804-04",5581,0.03028,1165047,"25/5/2021","May-21",3403434,"9066250-50",21021776,27,528,2186.92,1154693.76
"4409","946804-04",5581,0.03028,1523943,"29/6/2021","Jun-21",3403434,"5003269-69",21042056,25,22,66.63,1465.86
"4410","946804-04",5581,0.03028,1552308,"1/7/2021","Jun-21",3403434,"5003474-74",21017001,36,22,66.63,1465.86
"4411","946826-26",5583,1.29733,993718,"4/5/2021","Apr-21",3403434,"9001746-46",21030148,9,1,166.78,166.78
"4412","947652-52",6131,0.0368,1577932,"5/7/2021","Jul-21",3403434,"5002915-15",21024956,56,50,50.56,2528
"4413","947652-52",6131,0.0368,1107870,"18/5/2021","May-21",3403434,"5003451-51",21033036,26,50,67.42,3371
"4414","947652-52",6131,0.0368,274072,"4/2/2021","Jan-21",3403434,"5003451-51",21006216,26,25,34.3,857.5
"4415","947652-52",6131,0.0368,2534274,"13/10/2021","Oct-21",3403434,"5003451-51",21086094,42,25,33.71,842.75
"4416","947652-52",6131,0.0368,1509073,"28/6/2021","Jun-21",3403434,"5002915-15",21024888,56,25,25.28,632
"4417","947708-08",13916,0.11,1299915,"8/6/2021","Jun-21",3403434,"5002915-15",21037066,7,26,31.01,806.26
"4418","947708-08",13916,0.11,2017180,"18/8/2021","Aug-21",3403434,"5002915-15",21076337,28,52,62.01,3224.52
"4419","948543-43",11086,0.0487,1552301,"1/7/2021","Jun-21",3403434,"5003474-74",21017001,29,20,52.32,1046.4
"4420","948543-43",11086,0.0487,1523941,"29/6/2021","Jun-21",3403434,"5003269-69",21042056,23,20,52.32,1046.4
"4421","948543-43",11086,0.0487,1509047,"28/6/2021","Jun-21",3403434,"5002915-15",21024888,30,20,52.32,1046.4
"4422","948543-43",11086,0.0487,1581194,"5/7/2021","Jul-21",3403434,"5003476-76",21017041,32,40,104.64,4185.6
"4423","948726-26",9703,0.07463,2259763,"13/9/2021","Sep-21",3403434,"5293132-32",21080949,60,20,21.83,436.6
"4424","948726-26",9703,0.07463,2661812,"27/10/2021","Oct-21",3403434,"5334855-55",21009276,4,50,55.555555,2777.77775
"4425","949869-69",11221,0.0599,1552284,"1/7/2021","Jun-21",3403434,"5003474-74",21017001,12,20,27.38,547.6
"4426","949869-69",11221,0.0599,102381,"18/1/2021","Jan-21",3403434,"5003451-51",21001785,10,20,29.05,581
"4427","949869-69",11221,0.0599,374228,"16/2/2021","Feb-21",3403434,"5002915-15",21008835,19,20,29.05,581
"4428","949869-69",11221,0.0599,920196,"23/4/2021","Apr-21",3403434,"5003451-51",21027201,6,20,28.82,576.4
"4429","949869-69",11221,0.0599,1509028,"28/6/2021","Jun-21",3403434,"5002915-15",21024888,11,20,27.38,547.6
"4430","949869-69",11221,0.0599,1581176,"5/7/2021","Jul-21",3403434,"5003476-76",21017041,14,40,54.75,2190
"4431","949869-69",11221,0.0599,1552393,"1/7/2021","Jun-21",3403434,"5003474-74",21017024,9,240,328.51,78842.4
"4432","949869-69",11221,0.0599,1577887,"5/7/2021","Jul-21",3403434,"5002915-15",21024956,11,20,27.38,547.6
"4433","949869-69",11221,0.0599,895952,"21/4/2021","Apr-21",3403434,"5003476-76",21026063,40,20,28.82,576.4
"4434","949869-69",11221,0.0599,547370,"9/3/2021","Mar-21",3403434,"5003474-74",21012886,16,60,86.45,5187
"4435","949869-69",11221,0.0599,444402,"24/2/2021","Feb-21",3403434,"5003451-51",21010443,7,20,29.05,581
"4436","949871-71",8714,0.0349,920195,"23/4/2021","Apr-21",3403434,"5003451-51",21027201,5,20,15.87,317.4
"4437","949871-71",8714,0.0349,1552392,"1/7/2021","Jun-21",3403434,"5003474-74",21017024,8,80,60.3,4824
"4438","949871-71",8714,0.0349,1581175,"5/7/2021","Jul-21",3403434,"5003476-76",21017041,13,20,15.07,301.4
"4439","949871-71",8714,0.0349,1552283,"1/7/2021","Jun-21",3403434,"5003474-74",21017001,11,20,15.07,301.4
"4440","949871-71",8714,0.0349,374229,"16/2/2021","Feb-21",3403434,"5002915-15",21008835,20,20,15.94,318.8
"4441","949871-71",8714,0.0349,1509027,"28/6/2021","Jun-21",3403434,"5002915-15",21024888,10,20,15.07,301.4
"4442","949871-71",8714,0.0349,102380,"18/1/2021","Jan-21",3403434,"5003451-51",21001785,9,20,15.94,318.8
"4443","949871-71",8714,0.0349,1577886,"5/7/2021","Jul-21",3403434,"5002915-15",21024956,10,40,30.15,1206
"4444","949871-71",8714,0.0349,1581061,"5/7/2021","Jul-21",3403434,"5003476-76",21017027,12,60,45.22,2713.2
"4445","949875-75",8715,0.0349,1107853,"18/5/2021","May-21",3403434,"5003451-51",21033036,7,20,15.87,317.4
"4446","949875-75",8715,0.0349,1581174,"5/7/2021","Jul-21",3403434,"5003476-76",21017041,12,20,15.07,301.4
"4447","949875-75",8715,0.0349,1581060,"5/7/2021","Jul-21",3403434,"5003476-76",21017027,11,60,45.22,2713.2
"4448","949875-75",8715,0.0349,444401,"24/2/2021","Feb-21",3403434,"5003451-51",21010443,6,20,15.94,318.8
"4449","949875-75",8715,0.0349,114404,"19/1/2021","Jan-21",3403434,"5002915-15",21002514,37,20,15.94,318.8
"4450","949875-75",8715,0.0349,1552282,"1/7/2021","Jun-21",3403434,"5003474-74",21017001,10,20,15.07,301.4
"4451","949875-75",8715,0.0349,547371,"9/3/2021","Mar-21",3403434,"5003474-74",21012886,17,20,15.87,317.4
"4452","949875-75",8715,0.0349,920194,"23/4/2021","Apr-21",3403434,"5003451-51",21027201,4,20,15.87,317.4
"4453","949875-75",8715,0.0349,102379,"18/1/2021","Jan-21",3403434,"5003451-51",21001785,8,20,15.94,318.8
"4454","949875-75",8715,0.0349,724991,"30/3/2021","Mar-21",3403434,"5003476-76",21020800,25,40,31.74,1269.6
"4455","949898-98",5788,0.01445,1581196,"5/7/2021","Jul-21",3403434,"5003476-76",21017041,34,20,19.47,389.4
"4456","949898-98",5788,0.01445,102488,"18/1/2021","Jan-21",3403434,"5003476-76",21001330,53,60,57.8,3468
"4457","949898-98",5788,0.01445,374222,"16/2/2021","Feb-21",3403434,"5002915-15",21008835,13,40,38.54,1541.6
"4458","949898-98",5788,0.01445,2125556,"30/8/2021","Aug-21",3403434,"5003476-76",21079663,5,40,38.94,1557.6
"4459","949898-98",5788,0.01445,1349444,"11/6/2021","Jun-21",3403434,"5003476-76",21037588,42,40,38.94,1557.6
"4460","949898-98",5788,0.01445,812361,"12/4/2021","Apr-21",3403434,"5003451-51",21024117,24,20,19.47,389.4
"4461","949898-98",5788,0.01445,570408,"11/3/2021","Mar-21",3403434,"5003451-51",21013968,17,20,19.47,389.4
"4462","949898-98",5788,0.01445,1025704,"7/5/2021","Apr-21",3403434,"5003451-51",21030962,17,20,19.47,389.4
"4463","949898-98",5788,0.01445,2421998,"30/9/2021","Sep-21",3403434,"5003474-74",21083937,20,20,19.47,389.4
"4464","949898-98",5788,0.01445,895951,"21/4/2021","Apr-21",3403434,"5003476-76",21026063,39,40,38.94,1557.6
"4465","949898-98",5788,0.01445,102392,"18/1/2021","Jan-21",3403434,"5003451-51",21001785,25,20,19.27,385.4
"4466","949898-98",5788,0.01445,1581078,"5/7/2021","Jul-21",3403434,"5003476-76",21017027,31,60,58.41,3504.6
"4467","950359-59",651,0.07215,1772077,"22/7/2021","Jul-21",3403434,"5003476-76",21053217,5,150,216.35,32452.5
"4468","950359-59",651,0.07215,2325104,"20/9/2021","Sep-21",3403434,"5003476-76",21053218,5,210,302.88,63604.8
"4469","950359-59",651,0.07215,2586356,"19/10/2021","Oct-21",3403434,"5029913-13",21087871,1,3600,5686.2,20470320
"4470","950359-59",651,0.07215,488795,"2/3/2021","Feb-21",3403434,"5003269-69",21011367,2,120,173.08,20769.6
"4471","950359-59",651,0.07215,1025762,"7/5/2021","Apr-21",3403434,"5003451-51",21030990,5,30,43.27,1298.1
"4472","950359-59",651,0.07215,2136820,"31/8/2021","Aug-21",3403434,"5293132-32",21078842,4,30,43.27,1298.1
"4473","950359-59",651,0.07215,374950,"16/2/2021","Feb-21",3403434,"5029913-13",21008836,2,3600,5472.36,19700496
"4474","950359-59",651,0.07215,183613,"26/1/2021","Jan-21",3403434,"5029913-13",21003871,2,900,1368.09,1231281
"4475","950359-59",651,0.07215,823735,"13/4/2021","Apr-21",3403434,"5029913-13",21024570,2,3600,5686.2,20470320
"4476","950359-59",651,0.07215,1698405,"15/7/2021","Jul-21",3403434,"5006517-17",21050564,2,300,464.79,139437
"4477","950359-59",651,0.07215,1667958,"13/7/2021","Jul-21",3403434,"5029913-13",21049500,1,3600,5686.2,20470320
"4478","950359-59",651,0.07215,691643,"25/3/2021","Mar-21",3403434,"5006517-17",21018956,2,90,139.44,12549.6
"4479","950359-59",651,0.07215,1815509,"27/7/2021","Jul-21",3403434,"5006517-17",21058996,2,300,464.79,139437
"4480","950359-59",651,0.07215,2447014,"4/10/2021","Oct-21",3403434,"5003476-76",21084209,6,180,259.61,46729.8
"4481","950359-59",651,0.07215,1459210,"22/6/2021","Jun-21",3403434,"5029913-13",21039330,2,3600,5686.2,20470320
"4482","950359-59",651,0.07215,2398580,"28/9/2021","Sep-21",3403434,"5006517-17",21084109,2,120,185.92,22310.4
"4483","950359-59",651,0.07215,1106962,"18/5/2021","May-21",3403434,"5006517-17",21033180,2,90,139.44,12549.6
"4484","9505181-81",13120,0.02,2533036,"13/10/2021","Oct-21",3403434,"5002915-15",21086664,6,20,13.24,264.8
"4485","9505181-81",13120,0.02,1552436,"1/7/2021","Jun-21",3403434,"5003474-74",21017024,52,220,138.36,30439.2
"4486","9505181-81",13120,0.02,1552342,"1/7/2021","Jun-21",3403434,"5003474-74",21017001,70,20,12.58,251.6
"4487","9505181-81",13120,0.02,2125567,"30/8/2021","Aug-21",3403434,"5003476-76",21079663,16,40,25.16,1006.4
"4488","9505181-81",13120,0.02,2611097,"21/10/2021","Oct-21",3403434,"5003474-74",21088400,10,20,13.24,264.8
"4489","9505181-81",13120,0.02,1581245,"5/7/2021","Jul-21",3403434,"5003476-76",21017041,85,40,25.16,1006.4
"4490","9505181-81",13120,0.02,2259754,"13/9/2021","Sep-21",3403434,"5293132-32",21080949,51,20,12.58,251.6
"4491","9505181-81",13120,0.02,1581121,"5/7/2021","Jul-21",3403434,"5003476-76",21017027,79,200,125.78,25156
"4492","950525-25",9976,0.146,2376072,"24/9/2021","Sep-21",3403434,"5262267-67",21000320,16,200,261,52200
"4493","9505272-72",10006,0.0778,2422049,"30/9/2021","Sep-21",3403434,"5003474-74",21083937,74,24,38.78,930.72
"4494","950635-35",11558,27.461,51240,"12/1/2021","Jan-21",3403434,"5293132-32",20245714,3,1,320.23,320.23
"4495","950639-39",5892,0.031,735506,"31/3/2021","Mar-21",3403434,"5003451-51",21021247,13,20,51.79,1035.8
"4496","950639-39",5892,0.031,1047397,"11/5/2021","May-21",3403434,"5002915-15",21031660,20,20,51.79,1035.8
"4497","950639-39",5892,0.031,920202,"23/4/2021","Apr-21",3403434,"5003451-51",21027201,13,20,51.79,1035.8
"4498","950639-39",5892,0.031,2534255,"13/10/2021","Oct-21",3403434,"5003451-51",21086094,22,60,155.37,9322.2
"4499","950639-39",5892,0.031,1220038,"31/5/2021","May-21",3403434,"5003451-51",21035518,16,40,103.58,4143.2
"4500","950639-39",5892,0.031,274065,"4/2/2021","Jan-21",3403434,"5003451-51",21006216,17,20,51.45,1029
"4501","950639-39",5892,0.031,962961,"29/4/2021","Apr-21",3403434,"5003269-69",21028868,11,20,51.79,1035.8
"4502","950639-39",5892,0.031,208584,"28/1/2021","Jan-21",3403434,"5003451-51",21004566,20,40,102.89,4115.6
"4503","950640-40",9713,0.07437,39919,"11/1/2021","Jan-21",3403434,"5293132-32",21000301,36,20,31.88,637.6
"4504","950640-40",9713,0.07437,1047381,"11/5/2021","May-21",3403434,"5002915-15",21031660,4,20,31.54,630.8
"4505","950640-40",9713,0.07437,2386889,"27/9/2021","Sep-21",3403434,"5003451-51",21083706,20,20,31.54,630.8
"4506","951341-41",9715,0.193,1165121,"25/5/2021","May-21",3403434,"9066250-50",21022057,54,90,290.42,26137.8
"4507","951344-44",6743,0.064,39922,"11/1/2021","Jan-21",3403434,"5293132-32",21000301,39,20,29.76,595.2
"4508","951344-44",6743,0.064,1025726,"7/5/2021","Apr-21",3403434,"5003451-51",21030962,41,20,29.5,590
"4509","951344-44",6743,0.064,208613,"28/1/2021","Jan-21",3403434,"5003451-51",21004566,53,20,29.76,595.2
"4510","951344-44",6743,0.064,812386,"12/4/2021","Apr-21",3403434,"5003451-51",21024117,49,20,29.5,590
"4511","951344-44",6743,0.064,25440,"8/1/2021","Jan-21",3403434,"5003451-51",21000061,58,20,29.76,595.2
"4512","951345-45",6744,0.064,2533113,"13/10/2021","Oct-21",3403434,"5002915-15",21086664,88,40,59,2360
"4513","951345-45",6744,0.064,25439,"8/1/2021","Jan-21",3403434,"5003451-51",21000061,57,20,29.76,595.2
