,Date,Month-Year,Warehouse Code,Customer Code,Order Number,Order Line Number,Item Code,Units,Euros
2088122,25/8/2021,Aug-21,3403434,5293132-32,21078778,6,830863-63,20,27.65
2088123,25/8/2021,Aug-21,3403434,5293132-32,21078778,7,830865-65,20,27.65
2088124,25/8/2021,Aug-21,3403434,5293132-32,21078778,8,937554-54,20,15.87
2088125,25/8/2021,Aug-21,3403434,5293132-32,21078778,9,802798-98,20,17.48
2088126,25/8/2021,Aug-21,3403434,5293132-32,21078778,10,872726-26,20,12.75
2088127,25/8/2021,Aug-21,3403434,5293132-32,21078778,11,872721-21,20,12.75
2088128,25/8/2021,Aug-21,3403434,5293132-32,21078778,12,872725-25,20,12.75
2088129,25/8/2021,Aug-21,3403434,5293132-32,21078778,13,802064-64,20,12.46
2088130,25/8/2021,Aug-21,3403434,5293132-32,21078778,14,802077-77,20,17.57
2088131,25/8/2021,Aug-21,3403434,5293132-32,21078778,15,902126-26,20,25.9
2088132,25/8/2021,Aug-21,3403434,5293132-32,21078778,16,927868-68,25,9.02
2088133,25/8/2021,Aug-21,3403434,5293132-32,21078778,17,9373901-01,20,9.71
2088134,25/8/2021,Aug-21,3403434,5293132-32,21078778,18,9262781-81,12,13.71
2088135,25/8/2021,Aug-21,3403434,5293132-32,21078778,19,9262811-11,12,20.92
2088136,25/8/2021,Aug-21,3403434,5293132-32,21078778,21,964859-59,20,22.75
2088137,25/8/2021,Aug-21,3403434,5293132-32,21078778,22,875709-09,25,15.14
2088138,25/8/2021,Aug-21,3403434,5293132-32,21078778,23,875710-10,25,15.14
2088139,25/8/2021,Aug-21,3403434,5293132-32,21078778,24,905471-71,25,41.85
2088140,25/8/2021,Aug-21,3403434,5293132-32,21078778,25,875593-93,25,39.76
2088141,25/8/2021,Aug-21,3403434,5293132-32,21078778,26,8128704-04,30,29.35
2088142,25/8/2021,Aug-21,3403434,5293132-32,21078778,27,8128741-41,30,55.78
2088143,25/8/2021,Aug-21,3403434,5293132-32,21078778,29,8871562-62,20,16.12
2088144,25/8/2021,Aug-21,3403434,5293132-32,21078778,30,920293-93,25,35.92
2088145,25/8/2021,Aug-21,3403434,5293132-32,21078778,31,911748-48,1,60.28
2088146,25/8/2021,Aug-21,3403434,5293132-32,21078778,32,946442-42,25,76.69
2088147,25/8/2021,Aug-21,3403434,5293132-32,21078778,33,82902912-12,24,27.55
2088148,25/8/2021,Aug-21,3403434,5293132-32,21078778,35,9375172-72,24,24.29
2088149,25/8/2021,Aug-21,3403434,5293132-32,21078778,36,945764-64,26,22.1
2090453,25/8/2021,Aug-21,3403434,5340672-72,21003647,1,937555-55,8960,5644.8
2100190,26/8/2021,Aug-21,3403434,5029913-13,21077567,1,802078-78,440,556.47
2100191,26/8/2021,Aug-21,3403434,5029913-13,21077567,2,875710-10,700,579.88
2100192,26/8/2021,Aug-21,3403434,5029913-13,21077567,3,9246351-51,500,727.15
2100193,26/8/2021,Aug-21,3403434,5029913-13,21077567,4,944017-17,560,1827.22
2100194,26/8/2021,Aug-21,3403434,5029913-13,21077567,5,992668-68,700,1478.4
2100195,26/8/2021,Aug-21,3403434,5029913-13,21077567,6,8479004-04,560,1193.36
2100196,26/8/2021,Aug-21,3403434,5029913-13,21077567,7,8755831-31,500,1751.55
2100197,26/8/2021,Aug-21,3403434,5029913-13,21077567,8,8902772-72,375,450.53
2125522,30/8/2021,Aug-21,3403434,5003451-51,21079721,1,9672961-61,60,88.78
2125523,30/8/2021,Aug-21,3403434,5003451-51,21079721,2,946800-00,22,66.63
2125524,30/8/2021,Aug-21,3403434,5003451-51,21079721,3,8803232-32,25,19.71
2125525,30/8/2021,Aug-21,3403434,5003451-51,21079721,4,8803271-71,25,12.66
2125526,30/8/2021,Aug-21,3403434,5003451-51,21079721,5,924629-29,1,478.6
2125527,30/8/2021,Aug-21,3403434,5003451-51,21079721,6,841360-60,312,296.4
2125528,30/8/2021,Aug-21,3403434,5003451-51,21079721,7,9245941-41,1,709.68
2125529,30/8/2021,Aug-21,3403434,5003451-51,21079721,8,911748-48,3,180.84
2125530,30/8/2021,Aug-21,3403434,5003451-51,21079721,9,9117372-72,50,89
2125531,30/8/2021,Aug-21,3403434,5003474-74,21079664,1,872725-25,120,76.51
2125532,30/8/2021,Aug-21,3403434,5003474-74,21079664,2,8902764-64,150,45.09
2125533,30/8/2021,Aug-21,3403434,5003474-74,21079664,3,8902742-42,250,138.5
2125534,30/8/2021,Aug-21,3403434,5003474-74,21079664,4,8902753-53,100,49.94
2125535,30/8/2021,Aug-21,3403434,5003474-74,21079664,5,861128-28,50,20.26
2125536,30/8/2021,Aug-21,3403434,5003474-74,21079664,6,861126-26,50,20.26
2125537,30/8/2021,Aug-21,3403434,5003474-74,21079664,7,9226051-51,150,60.78
2125538,30/8/2021,Aug-21,3403434,5003474-74,21079664,8,968471-71,120,200.45
2125539,30/8/2021,Aug-21,3403434,5003474-74,21079664,9,841360-60,384,364.8
2125540,30/8/2021,Aug-21,3403434,5003474-74,21079664,10,8128704-04,80,78.27
2125541,30/8/2021,Aug-21,3403434,5003474-74,21079664,12,8705001-01,90,101.64
2125542,30/8/2021,Aug-21,3403434,5003474-74,21079664,13,8794311-11,70,150.26
2125543,30/8/2021,Aug-21,3403434,5003474-74,21079664,14,8022922-22,50,44.69
2125544,30/8/2021,Aug-21,3403434,5003474-74,21079664,16,9003562-62,30,27.2
2125545,30/8/2021,Aug-21,3403434,5003474-74,21079664,17,937508-08,78,164.7
2125546,30/8/2021,Aug-21,3403434,5003474-74,21079664,18,9375091-91,78,106.86
2125547,30/8/2021,Aug-21,3403434,5003474-74,21079664,19,888681-81,96,161.08
2125548,30/8/2021,Aug-21,3403434,5003474-74,21079664,20,9317812-12,150,276
2125549,30/8/2021,Aug-21,3403434,5003474-74,21079664,21,8957894-94,180,220.79
2125550,30/8/2021,Aug-21,3403434,5003474-74,21079664,22,9374012-12,168,225.96
2125551,30/8/2021,Aug-21,3403434,5003474-74,21079664,23,8575614-14,192,262.43
2125552,30/8/2021,Aug-21,3403434,5003476-76,21079663,1,802052-52,40,31.74
2125553,30/8/2021,Aug-21,3403434,5003476-76,21079663,2,982861-61,20,12.75
2125554,30/8/2021,Aug-21,3403434,5003476-76,21079663,3,802077-77,200,175.72
2125555,30/8/2021,Aug-21,3403434,5003476-76,21079663,4,999916-16,20,25.9
2125556,30/8/2021,Aug-21,3403434,5003476-76,21079663,5,949898-98,40,38.94
2125557,30/8/2021,Aug-21,3403434,5003476-76,21079663,6,9374971-71,80,133.6
2125558,30/8/2021,Aug-21,3403434,5003476-76,21079663,7,921215-15,50,72.2
2125559,30/8/2021,Aug-21,3403434,5003476-76,21079663,8,8902764-64,50,15.03
2125560,30/8/2021,Aug-21,3403434,5003476-76,21079663,9,8902742-42,250,138.5
2125561,30/8/2021,Aug-21,3403434,5003476-76,21079663,10,8902753-53,50,24.97
2125562,30/8/2021,Aug-21,3403434,5003476-76,21079663,11,861128-28,25,10.13
2125563,30/8/2021,Aug-21,3403434,5003476-76,21079663,12,861126-26,25,10.13
2125564,30/8/2021,Aug-21,3403434,5003476-76,21079663,13,861132-32,25,10.13
2125565,30/8/2021,Aug-21,3403434,5003476-76,21079663,14,861134-34,25,10.13
2125566,30/8/2021,Aug-21,3403434,5003476-76,21079663,15,964912-12,25,9.94
2125567,30/8/2021,Aug-21,3403434,5003476-76,21079663,16,9505181-81,40,25.16
2125568,30/8/2021,Aug-21,3403434,5003476-76,21079663,17,9262741-41,60,24.41
2125569,30/8/2021,Aug-21,3403434,5003476-76,21079663,18,9357121-21,24,33.96
2125570,30/8/2021,Aug-21,3403434,5003476-76,21079663,21,9263501-01,200,317.16
2125571,30/8/2021,Aug-21,3403434,5003476-76,21079663,23,841360-60,240,228
2125572,30/8/2021,Aug-21,3403434,5003476-76,21079663,25,9202962-62,25,44.14
2125573,30/8/2021,Aug-21,3403434,5003476-76,21079663,26,978004-04,36,68.19
2125574,30/8/2021,Aug-21,3403434,5003476-76,21079663,27,978035-35,24,89.63
2125575,30/8/2021,Aug-21,3403434,5003476-76,21079663,28,9375141-41,48,58.32
2125576,30/8/2021,Aug-21,3403434,5003476-76,21079663,30,9375172-72,72,72.86
2127018,30/8/2021,Aug-21,3403434,5340672-72,21003737,1,8969961-61,12250,13230
2136818,31/8/2021,Aug-21,3403434,5293132-32,21078842,1,952530-30,60,100.52
2136819,31/8/2021,Aug-21,3403434,5293132-32,21078842,2,830622-22,45,62.46
2136820,31/8/2021,Aug-21,3403434,5293132-32,21078842,4,950359-59,30,43.27
2136821,31/8/2021,Aug-21,3403434,5293132-32,21078842,5,866370-70,20,23.97
2138007,31/8/2021,Aug-21,3403434,5003451-51,21080082,1,8828381-81,1,519.1
2138008,31/8/2021,Aug-21,3403434,5003451-51,21080082,2,999916-16,40,51.79
2138009,31/8/2021,Aug-21,3403434,5003451-51,21080082,3,9203822-22,40,83.33
2138010,31/8/2021,Aug-21,3403434,5003451-51,21080082,4,924643-43,1,129.95
2138011,31/8/2021,Aug-21,3403434,5003451-51,21080082,6,875708-08,50,48.78
2138012,31/8/2021,Aug-21,3403434,5003451-51,21080082,7,9329251-51,90,158.56
2138013,31/8/2021,Aug-21,3403434,5003451-51,21080082,8,9263501-01,50,79.29
2138014,31/8/2021,Aug-21,3403434,5003451-51,21080082,9,924630-30,2,152.24
2138015,31/8/2021,Aug-21,3403434,5003451-51,21080082,10,9126353-53,70,103.96
2149817,1/9/2021,Aug-21,3403434,5029913-13,21079105,1,918777-77,720,1171.44
2149818,1/9/2021,Aug-21,3403434,5029913-13,21079105,2,830622-22,1800,2736.18
2164595,2/9/2021,Aug-21,3403434,5029913-13,21079639,1,802063-63,1120,906.53
2164596,2/9/2021,Aug-21,3403434,5029913-13,21079639,2,802078-78,700,885.29
2164597,2/9/2021,Aug-21,3403434,5029913-13,21079639,3,9246351-51,25,36.36
2164598,2/9/2021,Aug-21,3403434,5029913-13,21079639,3,9246351-51,600,872.58
2164599,2/9/2021,Aug-21,3403434,5029913-13,21079639,4,964765-65,560,697.59
2164600,2/9/2021,Aug-21,3403434,5029913-13,21079639,5,992668-68,700,1478.4
2164601,2/9/2021,Aug-21,3403434,5029913-13,21079639,6,999916-16,560,941.92
2164602,2/9/2021,Aug-21,3403434,5029913-13,21079639,7,982898-98,1920,6798.91
2164603,2/9/2021,Aug-21,3403434,5029913-13,21079639,9,8902772-72,750,901.05
2165984,2/9/2021,Aug-21,3403434,5003474-74,21080584,1,937513-13,48,82.64
2165985,2/9/2021,Aug-21,3403434,5003474-74,21080584,2,9375182-82,40,53.1
2165986,2/9/2021,Aug-21,3403434,5003474-74,21080584,3,920293-93,75,107.77
2165987,2/9/2021,Aug-21,3403434,5003474-74,21080584,4,875593-93,50,79.51
2165988,2/9/2021,Aug-21,3403434,5003474-74,21080584,6,830864-64,80,110.61
2165989,2/9/2021,Aug-21,3403434,5003474-74,21080584,7,872726-26,40,25.5
2165990,2/9/2021,Aug-21,3403434,5003474-74,21080584,8,802798-98,40,34.96
2165991,2/9/2021,Aug-21,3403434,5003474-74,21080584,9,802077-77,160,140.58
2165992,2/9/2021,Aug-21,3403434,5003474-74,21080584,10,875586-86,50,54.03
2165993,2/9/2021,Aug-21,3403434,5003474-74,21080584,11,880410-10,75,81.05
2165994,2/9/2021,Aug-21,3403434,5003474-74,21080584,12,926279-79,60,68.53
2165995,2/9/2021,Aug-21,3403434,5003474-74,21080584,13,8902742-42,100,55.4
2165996,2/9/2021,Aug-21,3403434,5003474-74,21080584,14,8902764-64,25,7.52
2165997,2/9/2021,Aug-21,3403434,5003474-74,21080584,15,8902753-53,75,37.46
2165998,2/9/2021,Aug-21,3403434,5003474-74,21080584,16,9262811-11,24,41.84
2165999,2/9/2021,Aug-21,3403434,5003474-74,21080584,17,872721-21,40,25.5
2166000,2/9/2021,Aug-21,3403434,5003474-74,21080584,18,944022-22,40,82.01
2166001,2/9/2021,Aug-21,3403434,5003474-74,21080584,20,8902772-72,75,62.43
2166002,2/9/2021,Aug-21,3403434,5003474-74,21080584,21,841360-60,24,22.8
2166003,2/9/2021,Aug-21,3403434,5003474-74,21080584,23,875710-10,50,30.29
2166004,2/9/2021,Aug-21,3403434,5003474-74,21080584,24,8128704-04,40,39.14
2166005,2/9/2021,Aug-21,3403434,5003474-74,21080584,25,830863-63,80,110.61
2166006,2/9/2021,Aug-21,3403434,5003474-74,21080584,26,8871292-92,40,51.79
2166007,2/9/2021,Aug-21,3403434,5003474-74,21080584,27,9649051-51,80,103.97
2166008,2/9/2021,Aug-21,3403434,5003474-74,21080584,28,921216-16,50,72.2
2166009,2/9/2021,Aug-21,3403434,5003474-74,21080584,29,8206444-44,20,14.98
2166010,2/9/2021,Aug-21,3403434,5003474-74,21080584,31,888695-95,25,28.04
2166011,2/9/2021,Aug-21,3403434,5003474-74,21080584,32,902126-26,40,51.79
2166012,2/9/2021,Aug-21,3403434,5003474-74,21080584,33,9672961-61,40,59.19
2180877,3/9/2021,Aug-21,3403434,5003451-51,21080918,1,8413543-43,1,285
2180878,3/9/2021,Aug-21,3403434,5003451-51,21080918,2,9460071-71,1,637.56
2180879,3/9/2021,Aug-21,3403434,5003476-76,21080959,1,802077-77,200,175.72
2180880,3/9/2021,Aug-21,3403434,5003476-76,21080959,2,802078-78,100,87.86
2180881,3/9/2021,Aug-21,3403434,5003476-76,21080959,3,8155073-73,200,258.86
2180882,3/9/2021,Aug-21,3403434,5003476-76,21080959,4,841360-60,312,296.4
2208874,7/9/2021,Sep-21,3403434,5340672-72,21003788,1,8969961-61,10500,11340
2221169,8/9/2021,Sep-21,3403434,5029913-13,21080882,1,802063-63,1120,906.53
2221170,8/9/2021,Sep-21,3403434,5029913-13,21080882,2,880409-09,1200,1874.28
2221171,8/9/2021,Sep-21,3403434,5029913-13,21080882,3,8871292-92,560,941.92
2221172,8/9/2021,Sep-21,3403434,5029913-13,21080882,4,9246351-51,675,981.65
2221173,8/9/2021,Sep-21,3403434,5029913-13,21080882,5,9672961-61,400,809.4
2221174,8/9/2021,Sep-21,3403434,5029913-13,21080882,6,992668-68,1400,2956.8
2221175,8/9/2021,Sep-21,3403434,5029913-13,21080882,7,999916-16,280,470.96
2221176,8/9/2021,Sep-21,3403434,5029913-13,21080882,8,982898-98,1440,5099.18
2221177,8/9/2021,Sep-21,3403434,5029913-13,21080882,10,8022933-33,840,2129.99
2221178,8/9/2021,Sep-21,3403434,5029913-13,21080882,11,8479004-04,560,1193.36
2221179,8/9/2021,Sep-21,3403434,5029913-13,21080882,13,8755831-31,500,1751.55
2221180,8/9/2021,Sep-21,3403434,5029913-13,21080882,14,82902912-12,720,1192.82
2221181,8/9/2021,Sep-21,3403434,5029913-13,21080882,15,8902772-72,375,450.53
2224306,8/9/2021,Sep-21,3403434,5340672-72,21003787,1,8949591-91,9000,4410
2248742,10/9/2021,Sep-21,3403434,5340669-69,21003667,1,952547-47,3600,2772
2248743,10/9/2021,Sep-21,3403434,5340669-69,21003667,2,8949591-91,6000,2940
2259704,13/9/2021,Sep-21,3403434,5293132-32,21080949,1,8308611-11,20,12.11
2259705,13/9/2021,Sep-21,3403434,5293132-32,21080949,2,8308581-81,20,12.11
2259706,13/9/2021,Sep-21,3403434,5293132-32,21080949,3,802051-51,20,15.07
2259707,13/9/2021,Sep-21,3403434,5293132-32,21080949,4,802052-52,20,15.07
2259708,13/9/2021,Sep-21,3403434,5293132-32,21080949,5,802054-54,20,15.07
2259709,13/9/2021,Sep-21,3403434,5293132-32,21080949,6,830864-64,20,27.65
2259710,13/9/2021,Sep-21,3403434,5293132-32,21080949,7,830863-63,20,27.65
2259711,13/9/2021,Sep-21,3403434,5293132-32,21080949,8,830865-65,20,27.65
2259712,13/9/2021,Sep-21,3403434,5293132-32,21080949,9,997201-01,20,38.84
2259713,13/9/2021,Sep-21,3403434,5293132-32,21080949,10,997202-02,20,38.84
2259714,13/9/2021,Sep-21,3403434,5293132-32,21080949,11,918526-26,20,12.11
2259715,13/9/2021,Sep-21,3403434,5293132-32,21080949,12,982861-61,20,12.11
2259716,13/9/2021,Sep-21,3403434,5293132-32,21080949,13,982862-62,20,12.11
2259717,13/9/2021,Sep-21,3403434,5293132-32,21080949,14,8957921-21,20,13.23
2259718,13/9/2021,Sep-21,3403434,5293132-32,21080949,15,872726-26,20,12.11
2259719,13/9/2021,Sep-21,3403434,5293132-32,21080949,16,872721-21,20,12.11
2259720,13/9/2021,Sep-21,3403434,5293132-32,21080949,17,872725-25,20,12.11
2259721,13/9/2021,Sep-21,3403434,5293132-32,21080949,18,872723-23,20,27.65
2259722,13/9/2021,Sep-21,3403434,5293132-32,21080949,19,802063-63,20,11.84
2259723,13/9/2021,Sep-21,3403434,5293132-32,21080949,20,802064-64,20,11.84
2259724,13/9/2021,Sep-21,3403434,5293132-32,21080949,21,802070-70,20,23.49
2259725,13/9/2021,Sep-21,3403434,5293132-32,21080949,22,802077-77,20,17.57
2259726,13/9/2021,Sep-21,3403434,5293132-32,21080949,23,802078-78,20,17.57
2259727,13/9/2021,Sep-21,3403434,5293132-32,21080949,24,897785-85,20,18.5
2259728,13/9/2021,Sep-21,3403434,5293132-32,21080949,25,902126-26,20,24.6
2259729,13/9/2021,Sep-21,3403434,5293132-32,21080949,26,887776-76,20,18.5
2259730,13/9/2021,Sep-21,3403434,5293132-32,21080949,27,8871292-92,20,24.6
2259731,13/9/2021,Sep-21,3403434,5293132-32,21080949,28,9649051-51,20,24.69
2259732,13/9/2021,Sep-21,3403434,5293132-32,21080949,29,992668-68,25,38.61
2259733,13/9/2021,Sep-21,3403434,5293132-32,21080949,30,9672961-61,20,29.59
2259734,13/9/2021,Sep-21,3403434,5293132-32,21080949,31,964824-24,20,25.43
2259735,13/9/2021,Sep-21,3403434,5293132-32,21080949,32,942082-82,20,25.43
2259736,13/9/2021,Sep-21,3403434,5293132-32,21080949,33,943453-53,20,23.31
2259737,13/9/2021,Sep-21,3403434,5293132-32,21080949,34,943452-52,20,23.31
2259738,13/9/2021,Sep-21,3403434,5293132-32,21080949,35,943457-57,20,65.48
2259739,13/9/2021,Sep-21,3403434,5293132-32,21080949,36,875586-86,25,25.67
2259740,13/9/2021,Sep-21,3403434,5293132-32,21080949,37,921215-15,25,38.1
2259741,13/9/2021,Sep-21,3403434,5293132-32,21080949,38,880410-10,25,25.67
2259742,13/9/2021,Sep-21,3403434,5293132-32,21080949,39,8206444-44,20,15.81
2259743,13/9/2021,Sep-21,3403434,5293132-32,21080949,40,8206472-72,20,15.81
2259744,13/9/2021,Sep-21,3403434,5293132-32,21080949,41,8902764-64,25,7.52
2259745,13/9/2021,Sep-21,3403434,5293132-32,21080949,42,8902742-42,25,16.53
2259746,13/9/2021,Sep-21,3403434,5293132-32,21080949,43,8902753-53,25,12.49
2259747,13/9/2021,Sep-21,3403434,5293132-32,21080949,44,861126-26,25,12.83
2259748,13/9/2021,Sep-21,3403434,5293132-32,21080949,45,861133-33,25,12.83
2259749,13/9/2021,Sep-21,3403434,5293132-32,21080949,46,861127-27,25,12.83
2259750,13/9/2021,Sep-21,3403434,5293132-32,21080949,47,927868-68,25,9.02
2259751,13/9/2021,Sep-21,3403434,5293132-32,21080949,48,927871-71,25,8.44
2259752,13/9/2021,Sep-21,3403434,5293132-32,21080949,49,9262711-11,20,13.04
2259753,13/9/2021,Sep-21,3403434,5293132-32,21080949,50,9373901-01,20,9.71
2259754,13/9/2021,Sep-21,3403434,5293132-32,21080949,51,9505181-81,20,12.58
2259755,13/9/2021,Sep-21,3403434,5293132-32,21080949,52,9262751-51,20,16.83
2259756,13/9/2021,Sep-21,3403434,5293132-32,21080949,53,9262781-81,24,27.41
2259757,13/9/2021,Sep-21,3403434,5293132-32,21080949,54,9262811-11,24,41.84
2259758,13/9/2021,Sep-21,3403434,5293132-32,21080949,55,9357081-81,24,17.76
2259759,13/9/2021,Sep-21,3403434,5293132-32,21080949,56,9357131-31,20,33.39
2259760,13/9/2021,Sep-21,3403434,5293132-32,21080949,57,9245611-11,20,19.98
2259761,13/9/2021,Sep-21,3403434,5293132-32,21080949,58,942047-47,20,16.09
2259762,13/9/2021,Sep-21,3403434,5293132-32,21080949,59,9078342-42,20,30.8
2259763,13/9/2021,Sep-21,3403434,5293132-32,21080949,60,948726-26,20,21.83
2259764,13/9/2021,Sep-21,3403434,5293132-32,21080949,61,8755921-21,25,9.71
2259765,13/9/2021,Sep-21,3403434,5293132-32,21080949,62,8803232-32,25,18.73
2259766,13/9/2021,Sep-21,3403434,5293132-32,21080949,63,8803271-71,25,12.02
2259767,13/9/2021,Sep-21,3403434,5293132-32,21080949,66,992561-61,20,35.7
2259768,13/9/2021,Sep-21,3403434,5293132-32,21080949,67,875709-09,25,15.14
2259769,13/9/2021,Sep-21,3403434,5293132-32,21080949,68,875710-10,25,15.14
2259770,13/9/2021,Sep-21,3403434,5293132-32,21080949,69,875711-11,25,26.59
2259771,13/9/2021,Sep-21,3403434,5293132-32,21080949,70,1199005728-28,24,37.84
2259772,13/9/2021,Sep-21,3403434,5293132-32,21080949,71,875579-79,25,11.33
2259773,13/9/2021,Sep-21,3403434,5293132-32,21080949,72,875577-77,25,11.33
2259774,13/9/2021,Sep-21,3403434,5293132-32,21080949,73,875593-93,25,39.76
2259775,13/9/2021,Sep-21,3403434,5293132-32,21080949,74,8757131-31,25,16.65
2259776,13/9/2021,Sep-21,3403434,5293132-32,21080949,75,841360-60,24,25.64
2259777,13/9/2021,Sep-21,3403434,5293132-32,21080949,76,8128704-04,20,18.59
2259778,13/9/2021,Sep-21,3403434,5293132-32,21080949,77,8128741-41,20,35.33
2259779,13/9/2021,Sep-21,3403434,5293132-32,21080949,78,982898-98,30,77.69
2259780,13/9/2021,Sep-21,3403434,5293132-32,21080949,79,8794311-11,20,40.79
2259781,13/9/2021,Sep-21,3403434,5293132-32,21080949,80,900338-38,20,21.83
2259782,13/9/2021,Sep-21,3403434,5293132-32,21080949,81,8022922-22,20,18.87
2259783,13/9/2021,Sep-21,3403434,5293132-32,21080949,82,8022933-33,20,37.09
2259784,13/9/2021,Sep-21,3403434,5293132-32,21080949,83,8444743-43,20,15.35
2259785,13/9/2021,Sep-21,3403434,5293132-32,21080949,85,9184701-01,20,12.3
2259786,13/9/2021,Sep-21,3403434,5293132-32,21080949,86,920293-93,25,37.92
2259787,13/9/2021,Sep-21,3403434,5293132-32,21080949,87,937508-08,26,57.95
2259788,13/9/2021,Sep-21,3403434,5293132-32,21080949,88,841800-00,25,74.33
2259789,13/9/2021,Sep-21,3403434,5293132-32,21080949,89,8289662-62,24,63.81
2259790,13/9/2021,Sep-21,3403434,5293132-32,21080949,90,888695-95,25,29.6
2259791,13/9/2021,Sep-21,3403434,5293132-32,21080949,91,82902912-12,24,29.08
2259792,13/9/2021,Sep-21,3403434,5293132-32,21080949,92,937513-13,24,43.62
2259793,13/9/2021,Sep-21,3403434,5293132-32,21080949,93,937515-15,20,47.91
2259794,13/9/2021,Sep-21,3403434,5293132-32,21080949,94,802052-52,10,0
2259795,13/9/2021,Sep-21,3403434,5293132-32,21080949,95,802054-54,10,0
2259796,13/9/2021,Sep-21,3403434,5293132-32,21080949,96,830863-63,10,0
2259797,13/9/2021,Sep-21,3403434,5293132-32,21080949,97,830865-65,10,0
2259798,13/9/2021,Sep-21,3403434,5293132-32,21080949,98,872725-25,10,0
2259799,13/9/2021,Sep-21,3403434,5293132-32,21080949,99,872723-23,10,0
2259800,13/9/2021,Sep-21,3403434,5293132-32,21080949,100,802077-77,40,0
2259801,13/9/2021,Sep-21,3403434,5293132-32,21080949,101,802078-78,20,0
2259802,13/9/2021,Sep-21,3403434,5293132-32,21080949,102,902126-26,20,0
2259803,13/9/2021,Sep-21,3403434,5293132-32,21080949,103,8871292-92,20,0
2259804,13/9/2021,Sep-21,3403434,5293132-32,21080949,104,992668-68,25,0
2259805,13/9/2021,Sep-21,3403434,5293132-32,21080949,105,927868-68,25,0
2259806,13/9/2021,Sep-21,3403434,5293132-32,21080949,106,9373901-01,20,0
2259807,13/9/2021,Sep-21,3403434,5293132-32,21080949,107,9245611-11,20,0
2259808,13/9/2021,Sep-21,3403434,5293132-32,21080949,108,9078342-42,20,0
2259809,13/9/2021,Sep-21,3403434,5293132-32,21080949,109,841360-60,24,0
2259810,13/9/2021,Sep-21,3403434,5293132-32,21080949,110,8128704-04,10,0
2259811,13/9/2021,Sep-21,3403434,5293132-32,21080949,111,8128741-41,10,0
2259812,13/9/2021,Sep-21,3403434,5293132-32,21080949,112,8705001-01,10,0
2259813,13/9/2021,Sep-21,3403434,5293132-32,21080949,114,920293-93,25,0
2259814,13/9/2021,Sep-21,3403434,5293132-32,21080949,115,937508-08,26,0
2259815,13/9/2021,Sep-21,3403434,5293132-32,21080949,116,888695-95,25,0
2259816,13/9/2021,Sep-21,3403434,5293132-32,21080949,117,969399-99,2,0
2259817,13/9/2021,Sep-21,3403434,5293132-32,21080949,118,969402-02,1,0
2259818,13/9/2021,Sep-21,3403434,5293132-32,21080949,119,969401-01,1,0
2259819,13/9/2021,Sep-21,3403434,5293132-32,21080949,120,969401-01,1,0
2259820,13/9/2021,Sep-21,3403434,5293132-32,21080949,121,969400-00,20,0
2271909,14/9/2021,Sep-21,3403434,5029913-13,21081957,1,918777-77,960,1561.92
2272598,14/9/2021,Sep-21,3403434,5397843-43,21080529,1,8308601-01,200,186.68
2272599,14/9/2021,Sep-21,3403434,5397843-43,21080529,2,8032232-32,200,285
2272600,14/9/2021,Sep-21,3403434,5397843-43,21080529,3,8022988-88,200,290.7
2284815,15/9/2021,Sep-21,3403434,5029913-13,21082159,1,802054-54,1200,1236.84
2284816,15/9/2021,Sep-21,3403434,5029913-13,21082159,2,802063-63,560,453.26
2284817,15/9/2021,Sep-21,3403434,5029913-13,21082159,3,8128741-41,280,676.34
2284818,15/9/2021,Sep-21,3403434,5029913-13,21082159,4,880410-10,1400,1965.32
2284819,15/9/2021,Sep-21,3403434,5029913-13,21082159,5,830865-65,1200,2268.84
2284820,15/9/2021,Sep-21,3403434,5029913-13,21082159,6,802077-77,640,809.41
2284821,15/9/2021,Sep-21,3403434,5029913-13,21082159,7,9202962-62,375,955.65
2284822,15/9/2021,Sep-21,3403434,5029913-13,21082159,8,893133-33,760,1158.16
2284823,15/9/2021,Sep-21,3403434,5029913-13,21082159,9,897785-85,560,708.23
2284824,15/9/2021,Sep-21,3403434,5029913-13,21082159,10,905470-70,400,581.72
2284825,15/9/2021,Sep-21,3403434,5029913-13,21082159,10,905470-70,100,145.43
2284826,15/9/2021,Sep-21,3403434,5029913-13,21082159,11,9246351-51,100,145.43
2284827,15/9/2021,Sep-21,3403434,5029913-13,21082159,11,9246351-51,300,436.29
2284828,15/9/2021,Sep-21,3403434,5029913-13,21082159,12,9672961-61,400,809.4
2284829,15/9/2021,Sep-21,3403434,5029913-13,21082159,13,992668-68,600,1267.2
2284830,15/9/2021,Sep-21,3403434,5029913-13,21082159,13,992668-68,100,211.2
2284831,15/9/2021,Sep-21,3403434,5029913-13,21082159,14,999916-16,280,470.96
2284832,15/9/2021,Sep-21,3403434,5029913-13,21082159,15,982898-98,960,3399.46
2284833,15/9/2021,Sep-21,3403434,5029913-13,21082159,16,8022933-33,560,1419.99
2284834,15/9/2021,Sep-21,3403434,5029913-13,21082159,17,841800-00,400,1626.4
2297364,16/9/2021,Sep-21,3403434,5002915-15,21082333,1,952530-30,300,502.62
2297365,16/9/2021,Sep-21,3403434,5002915-15,21082333,2,830622-22,150,208.22
2297366,16/9/2021,Sep-21,3403434,5002915-15,21082333,3,952494-94,96,186.24
2297367,16/9/2021,Sep-21,3403434,5002915-15,21082333,4,918779-79,1,198.09
